364;9
418;3
487;8
464;4
399;6
560;4
532;4
497;3
439;7
371;9
391;6
407;6
323;5
296;4
247;4
221;4
233;4
156;5
123;5
158;2
134;1
119;6
88;1
77;1
92;1
89;3
72;2
64;1
51;5
56;2
70;4
53;5
37;1
36;1
49;3
37;3
44;1
39;2
18;6
27;10
138;10
99;8
98;11
112;3
96;5
117;5
125;6
100;2
92;5
113;4
121;1
72;5
100;7
139;11
149;0
142;5
104;3
106;3
106;3
100;1
84;5
101;1
103;2
89;0
106;2
