364;0
418;2
487;2
464;2
399;2
560;1
532;3
497;2
439;2
371;0
391;3
407;4
323;2
296;3
247;3
221;0
233;5
156;2
123;6
158;0
134;8
119;1
88;3
77;3
92;1
72;1
64;4
51;2
56;1
70;2
53;0
37;4
36;7
49;6
37;6
44;6
138;13
99;12
98;5
112;19
96;13
117;8
125;7
100;5
92;4
113;7
121;5
72;6
100;9
139;10
149;5
142;4
104;4
106;1
106;1
100;4
84;5
101;3
103;9
89;2
106;6
